No,Group,Family,Name_S,Name_C,Endemic,Alien,西元年,Month,Date,Time,Park,Region,X坐標,Y坐標,數量,Investgat
821,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,3,31,,,新店溪,302798.84,2767765.55,2,曾威捷
822,兩棲類,叉舌蛙科,Rana limnocharis  limnocharis,澤蛙,,,2015,3,31,,,新店溪,302798.84,2767765.55,2,曾威捷
138,兩棲類,樹蛙科,Buergeria robusta,褐樹蛙,特有種,,2014,6,12,2027,福和橋-華中橋,新店溪,300359,2767517,1,
824,兩棲類,赤蛙科,Rana latouchii,拉都希氏赤蛙,,,2015,3,31,,,新店溪,302779.11,2767793.16,1,曾威捷
825,兩棲類,赤蛙科,Rana guentheri,貢德氏赤蛙,,,2015,3,31,,,新店溪,302779.11,2767793.16,1,曾威捷
826,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,3,31,,,新店溪,302965.03,2767566.19,3,曾威捷
829,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,3,31,,,新店溪,303823.54,2766701.87,2,曾威捷
830,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,3,31,,,新店溪,303815.04,2766726.45,2,曾威捷
831,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,3,31,,,新店溪,303815.04,2766726.45,1,曾威捷
832,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,3,31,,,新店溪,303809.32,2766754.12,9,曾威捷
833,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,3,31,,,新店溪,303803.65,2766769.48,20,曾威捷
834,兩棲類,叉舌蛙科,Rana limnocharis  limnocharis,澤蛙,,,2015,3,31,,,新店溪,303803.65,2766769.48,2,曾威捷
835,兩棲類,叉舌蛙科,Rana limnocharis  limnocharis,澤蛙,,,2015,3,31,,,新店溪,303814.89,2766763.38,1,曾威捷
836,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,3,31,,,新店溪,303800.7,2766806.4,1,曾威捷
157,兩棲類,樹蛙科,Buergeria robusta,褐樹蛙,特有種,,2014,6,12,2117,福和橋-華中橋,新店溪,303224,2767182,2,
838,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,1,,,新店溪,303792.22,2766824.82,1,曾威捷
839,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,1,,,新店溪,303789.15,2766892.5,1,曾威捷
840,兩棲類,叉舌蛙科,Rana limnocharis  limnocharis,澤蛙,,,2015,4,1,,,新店溪,303774.89,2766953.98,9,曾威捷
841,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,1,,,新店溪,303774.89,2766953.98,3,曾威捷
842,兩棲類,赤蛙科,Rana latouchii,拉都希氏赤蛙,,,2015,4,1,,,新店溪,303741.03,2767009.23,2,曾威捷
844,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,3,31,295,,淡水河,299456,2769989,0,林文琪
845,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,3,31,297,,淡水河,299314,2769887,0,林文琪
847,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,3,31,299,,淡水河,299512,2769870,0,林文琪
851,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,3,31,302,,淡水河,299546,2770051,1,林文琪
868,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,314,,新店溪,300189,2767295,1,林文琪
870,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,316,,新店溪,303827,2766696,2,林文琪
871,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,317,,新店溪,303827,2766696,1,林文琪
872,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,318,,新店溪,303739,2766807,1,林文琪
873,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,319,,新店溪,303770,2766947,2,林文琪
874,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,320,,新店溪,303747,2767006,6,林文琪
875,兩棲類,赤蛙科,Rana guentheri,貢德氏赤蛙,,,2015,4,23,320,,新店溪,303747,2767006,3,林文琪
876,兩棲類,叉舌蛙科,Fejervarya limnocharis,澤蛙,,,2015,4,23,321,,新店溪,303747,2767005,3,林文琪
877,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,321,,新店溪,303747,2767005,2,林文琪
165,兩棲類,樹蛙科,Buergeria robusta,褐樹蛙,特有種,,2014,6,12,2131,福和橋-華中橋,新店溪,303775,2767042,1,
879,兩棲類,樹蛙科,Polypedates megacephalus,斑腿樹蛙,,外來種,2015,4,23,322,,新店溪,303402,2767034,3,林文琪
880,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,323,,新店溪,302983,2767547,5,林文琪
881,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,324,,新店溪,302983,2767547,6,林文琪
882,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,324,,新店溪,302983,2767547,2,林文琪
244,兩棲類,樹蛙科,Buergeria robusta,褐樹蛙,特有種,,2014,7,2,2046,福和橋-華中橋,新店溪,302707,2768064,1,
892,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,332,,新店溪,300714,2767735,1,林文琪
893,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,332,,新店溪,300714,2767735,1,林文琪
894,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,333,,新店溪,300695,2767723,2,林文琪
895,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,335,,新店溪,300672,2767709,4,林文琪
896,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,336,,新店溪,300292,2767386,1,林文琪
897,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,336,,新店溪,300292,2767386,1,林文琪
898,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,337,,新店溪,300229,2767293,6,林文琪
899,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,337,,新店溪,300229,2767293,6,林文琪
900,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,338,,新店溪,300171,2767283,0,林文琪
901,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,339,,新店溪,300148,2767291,2,林文琪
902,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,340,,新店溪,300148,2767291,13,林文琪
903,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,340,,新店溪,300148,2767291,1,林文琪
904,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,341,,新店溪,300126,2767294,1,林文琪
905,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,342,,新店溪,299870,2767419,6,林文琪
906,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,343,,新店溪,299874,2767395,8,林文琪
907,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,343,,新店溪,299874,2767395,2,林文琪
908,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,344,,新店溪,299729,2767560,4,林文琪
909,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,351,,新店溪,299747,2767596,3,林文琪
910,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,352,,新店溪,299687,2767621,1,林文琪
911,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,352,,新店溪,299687,2767621,2,林文琪
912,兩棲類,赤蛙科,Rana guentheri,貢德氏赤蛙,,,2015,4,23,353,,新店溪,299539,2768208,3,林文琪
913,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,23,354,,新店溪,299368,2769682,3,林文琪
914,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,23,354,,新店溪,299368,2769682,6,林文琪
924,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,27,,,關渡水岸公園,296548.95,2779456.39,1,曾威捷
927,兩棲類,赤蛙科,Rana guentheri,貢德氏赤蛙,,,2015,4,28,,,淡水河,299297.93,2769875.5,1,曾威捷
933,兩棲類,狹口蛙科,Microhyla fissipes,小雨蛙,,,2015,4,28,,,淡水河,299300.74,2769872.43,6,曾威捷
934,兩棲類,赤蛙科,Rana guentheri,貢德氏赤蛙,,,2015,4,28,,,淡水河,299300.74,2769872.43,1,曾威捷
935,兩棲類,赤蛙科,Rana guentheri,貢德氏赤蛙,,,2015,4,28,,,淡水河,299314.76,2769872.48,1,曾威捷
936,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299485.58,2769919.25,1,曾威捷
937,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299482.7,2769940.78,1,曾威捷
938,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299435.23,2769891.38,2,曾威捷
939,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299421.18,2769900.56,4,曾威捷
940,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299443.66,2769885.25,4,曾威捷
941,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299497.01,2769860.83,1,曾威捷
942,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299566.47,2770030.31,3,曾威捷
943,兩棲類,蟾蜍科,Bufo melanosticus,黑眶蟾蜍,,,2015,4,28,,,淡水河,299597.54,2769965.81,1,曾威捷
