樹籍編碼,樹種,學名,科別,河濱公園,管理單位,樹高_m,胸高直徑_cm,樹冠投影面,推估樹齡_y,資料日期,備註,經度_TWD97,緯度_TWD97,經度_WGS84,緯度_WGS84
XD0FH10533,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.31262,10.509554,0.764685,13.2,1060101,,303898.1197,2766867.235,121.533995,25.008879
XD0FH10534,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,7.94425,20.657108,0.875605,25.945327,1060101,測量1.6m多主幹2枝,303895.3332,2766870.829,121.533967,25.008912
XD0FH10535,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,7.3527,8.43949,0.859595,10.6,1060101,,303894.5292,2766872.08,121.53396,25.008923
XD0FH10536,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,8.20844,25,1.333504,31.4,1060101,測量1.6m,303892.9061,2766872.734,121.533943,25.008929
XD0FH10537,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.30909,23.566879,0.982562,29.6,1060101,測量1.6m,303893.9198,2766874.002,121.533954,25.00894
XD0FH10538,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,5.72771,7.961783,1.688926,10,1060101,測量1.4m,303893.1847,2766877.067,121.533946,25.008968
XD0FH10539,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,5.93102,13.057325,1.742267,16.4,1060101,測量1.5m,303889.8977,2766876.77,121.533914,25.008966
XD0FH10540,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.30303,15.089628,2.168501,18.952572,1060101,測量1.6m多主幹2枝,303889.3892,2766878.976,121.533909,25.008985
XD0FH10541,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,4.54811,15.876523,1.075009,19.940913,1060101,測量1.6m多主幹2枝,303885.4469,2766882.253,121.53387,25.009015
XD0FH10542,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.54694,18.152866,6.912547,22.8,1060101,,303882.7231,2766883.726,121.533843,25.009029
XD0FH10543,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.14838,0,1.038467,0,1060101,DBH<6,303882.0573,2766886.478,121.533837,25.009053
XD0FH10544,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,7.07262,21.656051,1.194571,27.2,1060101,測量1m全包,303881.6828,2766886.737,121.533833,25.009056
XD0FH10545,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,7.01483,16.56051,1.099291,20.8,1060101,測量0.9m,303879.8902,2766887.178,121.533815,25.00906
XD0FH10546,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,3.87314,8.280255,2.561535,10.4,1060101,,303876.9375,2766892.71,121.533786,25.00911
XD0FH10547,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,5.26831,14.968153,6.763117,18.8,1060101,測量1.1m,303875.5366,2766896.769,121.533772,25.009147
XD0FH10548,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,4.46423,0,5.730891,0,1060101,DBH<6,303873.8333,2766895.697,121.533755,25.009137
XD0FH10549,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,4.15709,0,5.336605,0,1060101,DBH<6,303873.9435,2766894.204,121.533756,25.009123
XD0FH10550,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.21241,12.583648,7.975092,15.805062,1060101,多主幹2枝,303871.6693,2766891.929,121.533734,25.009103
XD0FH10551,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,4.10217,7.324841,2.789274,9.2,1060101,,303884.7911,2766884.175,121.533864,25.009033
XD0FH10552,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,5.49881,9.55414,3.940494,12,1060101,測量1m,303887.8286,2766884.449,121.533894,25.009035
XD0FH10553,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,5.76316,8.917197,3.820312,11.2,1060101,測量1m,303891.329,2766884.36,121.533928,25.009034
XD0FH10554,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,5.18252,16.878981,1.835024,21.2,1060101,測量1m全包,303894.217,2766879.727,121.533957,25.008992
XD0FH10555,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.01378,0,2.129357,0,1060101,DBH<6,303895.706,2766880.359,121.533971,25.008998
XD0FH10556,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,7.32571,11.783439,2.593884,14.8,1060101,測量1.6m,303896.9283,2766879.169,121.533984,25.008987
XD0FH10557,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,7.19252,14.045272,2.546724,17.640862,1060101,多主幹2枝,303897.7531,2766878.001,121.533992,25.008976
XD0FH10558,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,6.44364,15.923567,2.281561,20,1060101,,303898.286,2766876.282,121.533997,25.008961
XD0FH10559,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,8.38,12.101911,2.967187,15.2,1060101,測量1m,303898.5811,2766874.49,121.534,25.008945
XD0FH10560,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,8.06088,15.436007,2.854193,19.387625,1060101,測量1.6m多主幹2枝,303898.0118,2766873.53,121.533994,25.008936
XD0FH10561,楓香,Liquidambar formosana,金縷梅科,福和,高灘地南區管理站,11.2593,22.611465,32.516242,28.4,1060101,,303740.8941,2766912.779,121.532439,25.009296
XD0FH10562,楓香,Liquidambar formosana,金縷梅科,福和,高灘地南區管理站,8.28807,20.22293,26.45527,25.4,1060101,,303746.3949,2766907.328,121.532493,25.009246
XD0FH10563,楓香,Liquidambar formosana,金縷梅科,福和,高灘地南區管理站,9.85349,23.407643,20.339261,29.4,1060101,,303737.195,2766920.319,121.532403,25.009364
XD0FH10564,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,9.15821,26.751592,23.24487,33.6,1060101,,303732.3907,2766924.107,121.532355,25.009398
XD0FH10565,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,8.97015,24.720023,21.479609,31.048349,1060101,,303731.0902,2766923.186,121.532342,25.00939
XD0FH10566,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,6.12127,14.012739,12.175884,17.6,1060101,,303729.696,2766923.502,121.532328,25.009393
XD0FH10567,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,9.2,21.656051,18.817276,27.2,1060101,,303730.4178,2766925.316,121.532336,25.009409
XD0FH10568,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,11.3658,20.541401,17.84874,25.8,1060101,,303731.0886,2766926.151,121.532342,25.009417
XD0FH10569,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,9.37771,17.675159,15.358218,22.2,1060101,,303732.1551,2766928.313,121.532353,25.009436
XD0FH10570,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,15.2629,20.700637,17.987102,26,1060101,,303733.9232,2766930.949,121.532371,25.00946
XD0FH10571,楓香,Liquidambar formosana,金縷梅科,福和,高灘地南區管理站,14.5136,16.401274,14.251319,20.6,1060101,,303737.7613,2766930.205,121.532409,25.009453
XD0FH10572,烏臼,Triadica sebifera,大戟科,福和,高灘地南區管理站,18.1223,39.012739,33.898769,49,1060101,,303741.6532,2766926.394,121.532447,25.009419
XD0FH10573,血桐,Macaranga tanarius,大戟科,福和,高灘地南區管理站,10.8003,16.719745,14.528044,21,1060101,測量1m,303743.9221,2766926.09,121.53247,25.009416
XD0FH10574,枯枝,,,福和,高灘地南區管理站,5.33647,9.872611,0.744564,12.4,1060101,,303746.0706,2766923.285,121.532491,25.009391
XD0FH10575,枯枝,,,福和,高灘地南區管理站,4.29866,0,1.187749,0,1060101,DBH<6,303748.556,2766924.778,121.532515,25.009404
XD0FH10576,楓香,Liquidambar formosana,金縷梅科,福和,高灘地南區管理站,17.4331,21.33758,21.511629,26.8,1060101,,303749.0089,2766917.419,121.53252,25.009337
XD0FH10577,血桐,Macaranga tanarius,大戟科,福和,高灘地南區管理站,4.70906,12.236305,47.459624,15.3688,1060101,多主幹2枝,303754.1927,2766923.982,121.532571,25.009397
XD0FH10578,楓香,Liquidambar formosana,金縷梅科,福和,高灘地南區管理站,8.23158,19.267516,11.246921,24.2,1060101,,303475.2994,2767041.19,121.529813,25.010465
XD0FH10579,烏臼,Triadica sebifera,大戟科,福和,高灘地南區管理站,11.4509,32.484076,25.633883,40.8,1060101,,303449.9124,2767034.425,121.529561,25.010404
XD0FH10580,光蠟樹,Fraxinus griffithii,木犀科,福和,高灘地南區管理站,14.7554,16.56051,20.654608,20.8,1060101,,303381.7592,2767067.176,121.528887,25.010702
XD0FH10581,光蠟樹,Fraxinus griffithii,木犀科,福和,高灘地南區管理站,14.9913,29.458599,36.74137,37,1060101,,303376.191,2767070.295,121.528832,25.010731
XD0FH10582,光蠟樹,Fraxinus griffithii,木犀科,福和,高灘地南區管理站,12.8937,23.248408,28.995892,29.2,1060101,,303378.1165,2767067.637,121.528851,25.010707
XD0FH10583,烏臼,Triadica sebifera,大戟科,福和,高灘地南區管理站,13.0835,35.66879,65.84957,44.8,1060101,,303369.5517,2767077.826,121.528766,25.010799
XD0FH10584,烏臼,Triadica sebifera,大戟科,福和,高灘地南區管理站,13.2217,35.987261,58.324875,45.2,1060101,,303360.3679,2767083.799,121.528676,25.010853
XD0FH10585,樟樹,Cinnamomum camphora,樟科,福和,高灘地南區管理站,11.3187,37.738854,63.326414,47.4,1060101,,303350.9393,2767092.482,121.528583,25.010932
XD0FH10586,烏臼,Triadica sebifera,大戟科,福和,高灘地南區管理站,14.8896,41.401274,102.597553,52,1060101,,303308.7141,2767116.533,121.528165,25.011151
XD0FH10587,烏臼,Triadica sebifera,大戟科,福和,高灘地南區管理站,11.2,31.847134,55.739809,40,1060101,,303316.3697,2767123.597,121.528241,25.011214
XD0FH10588,烏臼,Triadica sebifera,大戟科,福和,高灘地南區管理站,7.70821,26.751592,41.180809,33.6,1060101,,303307.4196,2767147.83,121.528154,25.011433
XD0FH10589,穗花棋盤腳,Barringtonia racemosa,玉蕊科,福和,高灘地南區管理站,2.95941,12.579618,17.569118,15.8,1060111,,303762.0524,2766918.362,121.532649,25.009346
XD0FH10590,垂榕,Ficus benjamina,桑科,福和,高灘地南區管理站,4.34114,19.10828,10.238412,24,1060111,測量1m,303768.6086,2766921.766,121.532714,25.009376
XD0FH10591,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,4.16987,21.33758,11.432894,26.8,1060111,,303768.7347,2766918.992,121.532715,25.009351
XD0FH10592,穗花棋盤腳,Barringtonia racemosa,玉蕊科,福和,高灘地南區管理站,2.39207,17.132456,18.529595,21.518364,1060111,測量1.2m,303775.2973,2766916.904,121.53278,25.009332
XD0FH10593,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,5.12644,31.528662,47.724888,39.6,1060111,,303777.4282,2766912.623,121.532801,25.009293
XD0FH10594,落羽松,Taxodium distichum,杉科,福和,高灘地南區管理站,3.68792,9.713376,27.590149,12.2,1060111,,303780.8144,2766908.017,121.532834,25.009251
XD0FH10595,稜果榕,Ficus septica,桑科,福和,高灘地南區管理站,3.67022,24.044586,68.296926,30.2,1060111,測量1m,303765.4566,2766894.785,121.532682,25.009133
XD0FH10596,稜果榕,Ficus septica,桑科,福和,高灘地南區管理站,1.78544,8.43949,23.971769,10.6,1060111,,303767.4739,2766898.819,121.532702,25.009169
XD0FH10597,桑樹,Morus australis,桑科,福和,高灘地南區管理站,3.45621,5.732484,16.282711,7.2,1060111,,303765.7087,2766897.432,121.532684,25.009156
XD0FH10598,稜果榕,Ficus septica,桑科,福和,高灘地南區管理站,4.04818,10.350318,29.399339,13,1060111,,303772.265,2766900.332,121.532749,25.009182
XD0FH10599,落羽松,Taxodium distichum,杉科,福和,高灘地南區管理站,5.86583,22.292994,33.74487,28,1060111,,303776.3506,2766905.78,121.53279,25.009231
XD0FH10600,桑樹,Morus australis,桑科,福和,高灘地南區管理站,4.1415,5.732484,11.445595,7.2,1060111,,303768.3192,2766930.088,121.532711,25.009451
XD0FH10601,構樹,Broussonetia papyrifera,桑科,福和,高灘地南區管理站,7.09854,42.993631,10.023505,54,1060111,,303784.7058,2766913.198,121.532873,25.009298
XD0FH10602,穗花棋盤腳,Barringtonia racemosa,玉蕊科,福和,高灘地南區管理站,2.04519,15.990306,24.204501,20.083824,1060111,主幹傾斜,303783.8686,2766917.448,121.532865,25.009337
XD0FH10603,穗花棋盤腳,Barringtonia racemosa,玉蕊科,福和,高灘地南區管理站,3.08665,17.070183,25.839109,21.440149,1060111,,303772.8318,2766927.259,121.532756,25.009425
XD0FH10604,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,4.37163,24.203822,36.637287,30.4,1060111,測量1m,303772.946,2766932.191,121.532757,25.00947
XD0FH10605,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,5.33908,25.477707,38.565566,32,1060111,測量1.5m,303783.8905,2766921.228,121.532865,25.009371
XD0FH10606,桑樹,Morus australis,桑科,福和,高灘地南區管理站,4.32111,32.987543,49.933193,41.432355,1060111,,303776.0583,2766928.169,121.532788,25.009434
XD0FH10607,穗花棋盤腳,Barringtonia racemosa,玉蕊科,福和,高灘地南區管理站,3.0135,17.515924,26.513826,22,1060111,測量1m,303782.276,2766924.994,121.532849,25.009405
XD0FH10608,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,2.77172,15.286624,23.139339,19.2,1060111,測量1m,303779.4979,2766929.492,121.532822,25.009445
XD0FH10609,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,4.5802,20.382166,8.692002,25.6,1060111,測量0.5m,303777.1166,2766934.453,121.532799,25.00949
XD0FH10610,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,5.08487,22.611465,6.525699,28.4,1060111,測量1m,303788.3614,2766926.317,121.53291,25.009416
XD0FH10611,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,4.41741,27.070064,10.638859,34,1060111,測量1m,303782.2089,2766927.794,121.532849,25.00943
XD0FH10612,第倫桃,Dillenia indica,第倫桃科,福和,高灘地南區管理站,3.57124,23.566879,33.098103,29.6,1060111,,303783.0542,2766935.593,121.532858,25.0095
XD0FH10613,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,4.1503,24.681529,34.663554,31,1060111,僅量主幹,303786.1502,2766937.676,121.532888,25.009519
XD0FH10614,茄苳,Bischofia javanica,大戟科,福和,高灘地南區管理站,3.82341,26.433121,37.123548,33.2,1060111,,303791.801,2766930.551,121.532944,25.009455
XD0FH10615,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,6.70588,40.923567,57.474409,51.4,1060111,,303791.4703,2766935.842,121.532941,25.009502
XD0FH10616,柚,Citrus maxima,芸香科,福和,高灘地南區管理站,4.64964,36.235825,53.340292,45.512196,1060111,測量1.4m,303787.5015,2766950.064,121.532902,25.009631
XD0FH10617,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,3.45617,20.063694,18.438134,25.2,1060111,,303788.626,2766958.861,121.532914,25.00971
XD0FH10618,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,3.98154,16.56051,23.412575,20.8,1060111,,303793.5208,2766961.904,121.532962,25.009738
XD0FH10619,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,1.99995,12.420382,27.883306,15.6,1060111,,303794.6453,2766951.585,121.532973,25.009644
XD0FH10620,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,4.87461,24.91822,34.995971,31.297284,1060111,,303797.9526,2766942.854,121.533005,25.009565
XD0FH10621,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,3.76617,18.152866,27.571519,22.8,1060111,,303800.6646,2766950.13,121.533033,25.009631
XD0FH10622,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,3.7827,24.138783,43.451067,30.318311,1060111,,303803.3766,2766956.348,121.53306,25.009687
XD0FH10623,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,6.67499,43.789809,55.689742,55,1060111,,303817.0026,2766962.499,121.533195,25.009742
XD0FH10624,構樹,Broussonetia papyrifera,桑科,福和,高灘地南區管理站,4.47428,28.025478,37.329119,35.2,1060111,,303819.1855,2766972.024,121.533217,25.009828
XD0FH10625,桑樹,Morus australis,桑科,福和,高灘地南區管理站,2.14258,0,17.875641,0,1060111,,303819.3177,2766970.767,121.533218,25.009817
XD0FH10626,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,6.36161,34.394904,53.075198,43.2,1060111,測量1m,303819.0532,2766959.721,121.533215,25.009717
XD0FH10627,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,3.64774,20.761791,16.296774,26.07681,1060111,,303819.1815,2766951.935,121.533216,25.009647
XD0FH10628,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,4.93039,25.159236,15.986778,31.6,1060111,,303816.9042,2766946.154,121.533193,25.009595
XD0FH10629,水柳,Salix warburgii,楊柳科,福和,高灘地南區管理站,3.93595,24.476755,17.773262,30.742804,1060111,,303813.2166,2766940.502,121.533157,25.009544
XD0FH10630,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,5.3502,15.605096,21.861074,19.6,1060111,,303802.0914,2766935.339,121.533046,25.009497
XD0FH10631,洋紫荊,Bauhinia purpurea,豆科,福和,高灘地南區管理站,5.28792,14.012739,22.319346,17.6,1060111,,303827.0809,2766937.273,121.533294,25.009514
XD0FH10632,洋紫荊,Bauhinia purpurea,豆科,福和,高灘地南區管理站,2.874,0,9.831031,0,1060111,,303829.3166,2766938.334,121.533316,25.009523
XD0FH10633,洋紫荊,Bauhinia purpurea,豆科,福和,高灘地南區管理站,2.97543,9.872611,16.216199,12.4,1060111,,303831.3563,2766939.315,121.533336,25.009532
XD0FH10634,桑樹,Morus australis,桑科,福和,高灘地南區管理站,4.64964,15.286624,17.177274,19.2,1060111,測量1m,303825.1717,2766936.206,121.533275,25.009504
XD0FH10635,桑樹,Morus australis,桑科,福和,高灘地南區管理站,3.05823,8.917197,10.020076,11.2,1060111,測量1m,303823.6834,2766935.247,121.53326,25.009496
XD0FH10636,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,3.76759,10.191083,11.451516,12.8,1060111,測量1m,303821.7321,2766934.156,121.533241,25.009486
XD0FH10637,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,5.76888,14.012739,15.745834,17.6,1060111,測量1.5m,303825.5024,2766943.581,121.533278,25.009571
XD0FH10638,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,4.36602,21.142396,23.757287,26.554849,1060111,,303808.8998,2766936.801,121.533114,25.00951
XD0FH10639,水黃皮,Pongamia pinnata,豆科,福和,高灘地南區管理站,3.89936,18.789809,21.113732,23.6,1060111,,303818.8547,2766937.926,121.533212,25.00952
XD0FH10640,落羽松,Taxodium distichum,杉科,福和,高灘地南區管理站,7.11455,30.254777,33.996688,38,1060111,,303796.2851,2766923.221,121.532988,25.009388
XD0FH10641,落羽松,Taxodium distichum,杉科,福和,高灘地南區管理站,6.86667,30.732484,50.479458,38.6,1060111,,303801.9739,2766920.38,121.533044,25.009362
XD0FH10642,落羽松,Taxodium distichum,杉科,福和,高灘地南區管理站,6.71593,29.936306,49.1717,37.6,1060111,,303807.8079,2766925.091,121.533102,25.009405
XD0FH10643,落羽松,Taxodium distichum,杉科,福和,高灘地南區管理站,5.98391,36.305732,49.92403,45.6,1060111,,303808.854,2766931.016,121.533113,25.009458
XD0FH10644,落羽松,Taxodium distichum,杉科,福和,高灘地南區管理站,5.77292,29.936306,25.019476,37.6,1060111,,303795.4616,2766917.567,121.53298,25.009337
XD0SY10001,小葉欖仁,Terminalia boivinii,使君子科,雙園,高灘地南區管理站,10.3288,32.324841,42.175576,40.6,1051216,,299370.8708,2769727.734,121.489245,25.034858
XD0SY10002,小葉欖仁,Terminalia boivinii,使君子科,雙園,高灘地南區管理站,7.97647,25.796178,28.397609,32.4,1051216,,299334.7805,2769577.784,121.488882,25.033506
XD0SY10003,樟樹,Cinnamomum camphora,樟科,雙園,高灘地南區管理站,7.68276,32.006369,41.523154,40.2,1051216,,299320.1704,2769600.808,121.488738,25.033714
XD0SY10004,蓮霧,Syzygium samarangense,桃金孃科,雙園,高灘地南區管理站,3.19151,11.464968,0.951045,14.4,1051216,,299290.3593,2769751.255,121.488448,25.035073
XD0SY10005,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,3.09356,0,0.921857,0,1051216,形似灌木,299288.9809,2769751.097,121.488434,25.035072
XD0SY10006,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,9.4425,49.363057,83.566576,62,1051216,,299102.11,2769778.168,121.486584,25.035322
XD0SY10007,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,8.51818,31.268631,52.934575,39.273401,1051216,多主幹2枝,299099.259,2769773.678,121.486555,25.035282
XD0SY10008,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,8.15135,31.210191,52.835642,39.2,1051216,測量1.1m多主幹2枝,299095.8695,2769767.587,121.486521,25.035227
XD0SY10009,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,9.02925,43.630573,73.862071,54.8,1051216,,299090.6803,2769761.584,121.48647,25.035173
XD0SY10010,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,8.2344,39.968153,67.66197,50.2,1051216,,299091.4778,2769754.621,121.486477,25.03511
XD0SY10011,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,6.95247,36.942675,95.604405,46.4,1051216,,299084.9964,2769711.536,121.486412,25.034721
XD0SY10012,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,6.49193,37.738854,58.624088,47.4,1051216,,299079.553,2769696.041,121.486357,25.034581
XD0SY10013,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,8.19101,82.293573,197.368078,103.360728,1051216,測量1.6m多主幹5枝,299078.3714,2769646.264,121.486344,25.034132
XD0SY10014,馬拉巴栗,Pachira macrocarpa,木棉科,雙園,高灘地南區管理站,2.05155,0,2.979572,0,1051216,DBH<6,299094.613,2769671.514,121.486505,25.03436
XD0SY10015,茄苳,Bischofia javanica,大戟科,雙園,高灘地南區管理站,1.89897,8.43949,3.655342,10.6,1051216,,299228.4332,2769607.986,121.487829,25.033782
XD0SY10016,茄苳,Bischofia javanica,大戟科,雙園,高灘地南區管理站,3.04217,7.165605,2.744254,9,1051216,,299225.8137,2769605.15,121.487803,25.033756
XD0SY10017,茄苳,Bischofia javanica,大戟科,雙園,高灘地南區管理站,3.00378,14.649682,8.203904,18.4,1051216,,299222.6414,2769597.666,121.487771,25.033689
XD0SY10018,茄苳,Bischofia javanica,大戟科,雙園,高灘地南區管理站,2.08669,0,1.747315,0,1051216,DBH<6,299219.7763,2769591.41,121.487743,25.033632
XD0SY10019,茄苳,Bischofia javanica,大戟科,雙園,高灘地南區管理站,2.90041,8.598726,1.555503,10.8,1051216,,299213.2688,2769580.042,121.487678,25.03353
XD0SY10020,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,7.09589,41.242038,32.491045,51.8,1051216,,299251.3491,2769546.281,121.488054,25.033224
XD0SY10021,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,8.01692,43.630573,34.372766,54.8,1051216,,299255.4231,2769542.457,121.488094,25.033189
XD0SY10022,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,7.77477,45.859873,36.129039,57.6,1051216,,299258.2155,2769536.028,121.488122,25.033131
XD0SY10023,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,9.60719,44.904459,35.37635,56.4,1051216,,299260.081,2769532.04,121.48814,25.033095
XD0SY10024,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,9.20223,53.821656,42.401441,67.6,1051216,,299260.943,2769523.195,121.488148,25.033015
XD0SY10025,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,7.8127,47.770701,37.634415,60,1051216,,299261.3392,2769518.465,121.488152,25.032972
XD0SY10026,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,8.85644,49.044586,38.638,61.6,1051216,,299262.7671,2769514.143,121.488166,25.032933
XD0SY10027,水柳,Salix warburgii,楊柳科,雙園,高灘地南區管理站,4.10822,35.987261,22.130258,45.2,1051216,測量1.6m,299262.6123,2769508.369,121.488164,25.032881
XD0SY10028,水柳,Salix warburgii,楊柳科,雙園,高灘地南區管理站,5.34223,23.88535,13.710532,30,1051216,測量1.6m,299263.0023,2769502.491,121.488168,25.032828
XD0SY10029,落羽松,Taxodium distichum,杉科,雙園,高灘地南區管理站,7.42781,32.165605,15.819335,40.4,1051216,,299263.9724,2769500.193,121.488178,25.032807
XD0SY10030,水柳,Salix warburgii,楊柳科,雙園,高灘地南區管理站,7.60658,56.194852,54.798963,70.580734,1051216,多主幹2枝,299292.0499,2769525.546,121.488457,25.033035
XD0SY10031,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,5.15067,21.345896,16.65487,26.810446,1051216,多主幹3枝,299195.486,2769585.184,121.487502,25.033577
XD0SY10032,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.30571,48.996999,35.095822,61.540231,1051216,多主幹3枝,299283.9754,2769450.914,121.488374,25.032362
XD0SY10033,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,8.58126,42.356688,30.339466,53.2,1051216,測量1m,299282.2262,2769445.088,121.488356,25.032309
XD0SY10034,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,6.26875,25.804041,18.483051,32.409875,1051216,多主幹4枝,299278.7431,2769439.186,121.488322,25.032256
XD0SY10035,雀榕,Ficus subpisocarpa,桑科,雙園,高灘地南區管理站,7.47731,27.137888,19.438466,34.085187,1051216,多主幹3枝,299281.9345,2769434.947,121.488353,25.032218
XD0SY10036,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,6.66934,14.231785,10.194016,17.875122,1051216,多主幹2枝,299279.7857,2769437.243,121.488332,25.032238
XD0SY10037,馬拉巴栗,Pachira macrocarpa,木棉科,雙園,高灘地南區管理站,6.34456,12.898089,9.23871,16.2,1051216,,299278.2805,2769435.432,121.488317,25.032222
XD0SY10038,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.29732,30.23843,21.659338,37.979468,1051216,多主幹2枝,299278.9272,2769433.211,121.488323,25.032202
XD0SY10039,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.09073,28.186513,20.18958,35.40226,1051216,多主幹5枝,299279.4019,2769429.708,121.488328,25.03217
XD0SY10040,水柳,Salix warburgii,楊柳科,雙園,高灘地南區管理站,4.32363,25.207565,24.056874,31.660701,1051216,測量0.5m,299114.7577,2769371.529,121.486694,25.031651
XD0SY10041,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,6.57304,47.292994,66.508617,59.4,1051216,,299116.6838,2769363.052,121.486713,25.031574
XD0SY10042,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,1.74826,0,2.576195,0,1051216,形似灌木,299102.3896,2769353.522,121.486571,25.031488
XD0SY10043,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,2.51341,6.050955,4.135094,7.6,1051216,,299090.2146,2769369.736,121.486451,25.031635
XD0SY10044,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,2.70496,0,4.83,0,1051216,DBH<6,299089.7447,2769371.423,121.486446,25.03165
XD0SY10045,桑樹,Morus australis,桑科,雙園,高灘地南區管理站,2.50942,0,4.064556,0,1051216,DBH<6,299083.9751,2769371.646,121.486389,25.031653
